feature,importance,normalized_importance,cumulative_importance
"Ускорение Дебиторская задолженность, RUB",47.00000000000001,0.005788177339901479,0.6343596059113301
Темп роста 2 K_1,47.00000000000001,0.005788177339901479,0.6401477832512316
"Ускорение Прибыль (убыток) от продажи, RUB",45.0,0.005541871921182266,0.6456896551724138
"Ускорение Основные средства , RUB",45.0,0.005541871921182266,0.6512315270935961
Темп прироста 1 K_18,45.0,0.005541871921182266,0.6567733990147784
K_11 2,45.0,0.005541871921182266,0.6623152709359607
Темп роста 2 K_14,43.99999999999999,0.005418719211822659,0.6677339901477833
Темп прироста 2 K_20,43.99999999999999,0.005418719211822659,0.673152709359606
"Темп роста 2 Выручка, RUB",42.99999999999999,0.005295566502463054,0.6784482758620691
"Темп прироста 2 Прибыль (убыток) до налогообложения , RUB",42.00000000000001,0.005172413793103449,0.6836206896551725
"Ускорение Капитал и резервы, RUB",42.00000000000001,0.005172413793103449,0.6887931034482759
"Темп роста 2 Прибыль (убыток) до налогообложения , RUB",41.00000000000001,0.005049261083743844,0.6938423645320198
"Темп роста 2 Прибыль (убыток) от продажи, RUB",40.0,0.0049261083743842365,0.698768472906404
Темп прироста 1 K_20,38.99999999999999,0.004802955665024629,0.7035714285714286
Темп роста 2 f1_290,38.99999999999999,0.004802955665024629,0.7083743842364533
K_9 2,38.99999999999999,0.004802955665024629,0.7131773399014779
Темп роста 1 K_18,38.99999999999999,0.004802955665024629,0.7179802955665026
Темп прироста 2 K_11,38.99999999999999,0.004802955665024629,0.7227832512315272
K_9 3,38.99999999999999,0.004802955665024629,0.7275862068965518
Темп прироста 2 K_4,37.0,0.0045566502463054185,0.7321428571428573
K_4 1,37.0,0.0045566502463054185,0.7366995073891628
K_6 2,37.0,0.0045566502463054185,0.7412561576354683
K_18 2,37.0,0.0045566502463054185,0.7458128078817737
Темп прироста 2 K_18,36.00000000000001,0.004433497536945814,0.7502463054187195
"Темп роста 1 Внеоборотные активы, RUB",35.0,0.004310344827586207,0.7545566502463057
"Темп роста 1 Дебиторская задолженность, RUB",35.0,0.004310344827586207,0.7588669950738919
Темп прироста 2 K_10,33.99999999999999,0.0041871921182266,0.7630541871921185
Темп прироста 1 K_10,33.99999999999999,0.0041871921182266,0.7672413793103451
Темп роста 2 K_11,33.99999999999999,0.0041871921182266,0.7714285714285717
K_4 2,33.0,0.004064039408866995,0.7754926108374387
Темп роста 1 K_13,33.0,0.004064039408866995,0.7795566502463057
